No. Pesanan,Status Pesanan,Alasan Pembatalan,Status Pembatalan/ Pengembalian,No. Resi,Opsi Pengiriman,Antar ke counter/ pick-up,Pesanan Harus Dikirimkan Sebelum (Menghindari keterlambatan),Waktu Pengiriman Diatur,Waktu Pesanan Dibuat,Waktu Pembayaran Dilakukan,Metode Pembayaran,SKU Induk,Nama Produk,Nomor Referensi SKU,Nama Variasi,Harga Awal,Harga Setelah Diskon,Jumlah,Returned quantity,Total Harga Produk,Total Diskon,Diskon Dari Penjual,Diskon Dari Shopee,Berat Produk,Jumlah Produk di Pesan,Total Berat,Nama Gudang,Voucher Ditanggung Penjual,Cashback Koin,Voucher Ditanggung Shopee,Paket Diskon,Paket Diskon (Diskon dari Shopee),Paket Diskon (Diskon dari Penjual),Potongan Koin Shopee,Diskon Kartu Kredit,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Ongkos Kirim Pengembalian Barang,Total Pembayaran,Perkiraan Ongkos Kirim,Catatan dari Pembeli,Catatan,Username (Pembeli),Nama Penerima,No. Telepon,Alamat Pengiriman,Kota/Kabupaten,Provinsi,Waktu Pesanan Selesai
SP660780085598,Selesai,,,SHP34943614426,Standar,Pick-up,2025-08-03 12:05:36,2025-08-02 15:05:36,2025-08-01 12:05:36,2025-08-01 14:09:36,QRIS,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,22000,22000,0,81000,22000,,,dian_permata765,Ratna Sari,8283924720,"Jl. Diponegoro No. 24, Jakarta Utara",Jakarta Utara,DKI Jakarta,2025-08-05 15:05:36
SP352411734857,Selesai,,,SHP33133067804,Hemat,Antar ke counter,2025-08-03 13:24:09,2025-08-02 13:24:09,2025-08-01 13:24:09,2025-08-01 14:02:09,COD,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Medan,5000,0,0,0,0,0,0,0,22000,22000,0,69000,22000,,,citra_kurniawan115,Mega Wijaya,8139511673,"Jl. Gatot Subroto No. 67, Cimahi",Cimahi,Jawa Barat,2025-08-04 18:24:09
SP772296840848,Selesai,,,SHP40619110412,Instant,Pick-up,2025-08-03 14:39:39,2025-08-02 14:39:39,2025-08-01 14:39:39,2025-08-01 15:01:39,COD,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Bandung,0,0,0,0,0,0,0,0,8000,8000,0,62000,8000,Tolong dikemas rapi,,lina_setiawan617,Yoga Nugraha,8374027806,"Jl. Ahmad Yani No. 191, Jakarta Selatan",Jakarta Selatan,DKI Jakarta,2025-08-07 17:39:39
SP840250935422,Selesai,,,SHP44590406652,Express,Pick-up,2025-08-03 17:23:53,2025-08-02 18:23:53,2025-08-01 17:23:53,2025-08-01 19:45:53,COD,GDS-FOA-HAZ-60,Gendes Feminine Wash Foam Hazelnut 60ml,GDS-FOA-HAZ-60,Foam 60ml - Hazelnut,59000,45000,1,0,45000,14000,5600,8400,0.15,1,0.15,Gudang Jakarta Selatan,10000,0,5000,0,0,0,0,0,15000,15000,0,45000,15000,,,nadia_setiawan70,Tari Hartono,8637109996,"Jl. Sudirman No. 24, Jakarta Timur",Jakarta Timur,DKI Jakarta,2025-08-04 19:23:53
SP253671651855,Selesai,,,SHP23413096812,Standar,Antar ke counter,2025-08-03 17:36:38,2025-08-02 14:36:38,2025-08-01 17:36:38,2025-08-01 20:20:38,QRIS,GDS-SPR-MAN-60,Gendes Feminine Wash Spray Mango 60ml,GDS-SPR-MAN-60,Spray 60ml - Mango,59000,59000,2,0,118000,0,0,0,0.15,2,0.3,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,18000,18000,0,136000,18000,,,fajar_nugraha856,Andi Gunawan,8411172346,"Jl. Gatot Subroto No. 5, Pasuruan",Pasuruan,Jawa Timur,2025-08-06 18:36:38
SP331108759299,Selesai,,,SHP66826811945,Standar,Pick-up,2025-08-03 20:22:59,2025-08-02 23:22:59,2025-08-01 20:22:59,2025-08-01 20:56:59,OVO,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,27000,1,0,27000,2000,0,2000,0.08,1,0.08,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,8000,8000,0,35000,8000,Kemas bubble wrap,,yuni_anggraini593,Elsa Sari,8190328717,"Jl. Merdeka No. 132, Kutai",Kutai,Kalimantan Timur,2025-08-04 21:22:59
SP184859558951,Selesai,,,SHP80250756402,Express,Antar ke counter,2025-08-03 20:26:07,2025-08-02 19:26:07,2025-08-01 20:26:07,2025-08-01 22:25:07,Kartu Kredit,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,GDS-SPR-VAN-20,Spray 20ml - Vanilla,29000,24000,2,0,48000,10000,4000,6000,0.08,2,0.16,Gudang Jakarta Selatan,10000,0,0,0,0,0,0,0,22000,22000,0,60000,22000,,,laras_wibowo795,Nadia Susanto,8891694049,"Jl. Gatot Subroto No. 62, Padang",Padang,Sumatera Barat,2025-08-04 21:26:07
SP984288267162,Selesai,,,SHP11811247810,Instant,Pick-up,2025-08-03 22:31:47,2025-08-02 19:31:47,2025-08-01 22:31:47,2025-08-01 22:45:47,ShopeePay,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,GDS-FOA-BUB-20,Foam 20ml - Bubblegum,29000,24000,1,0,24000,5000,2000,3000,0.08,1,0.08,Gudang Jakarta Selatan,0,2000,0,0,0,0,2000,0,12000,12000,0,34000,12000,,,nina_santoso437,Ani Anggraini,8508562455,"Jl. Sudirman No. 51, Salatiga",Salatiga,Jawa Tengah,2025-08-10 03:31:47
SP445303431562,Dibatalkan,Pembeli meminta pembatalan,Dibatalkan,,Express,Pick-up,2025-08-04 00:54:47,2025-08-02 22:54:47,2025-08-02 00:54:47,,ShopeePay,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,0,0,0,0,8000,,,vera_nugraha837,Tika Pratama,8275458143,"Jl. Merdeka No. 38, Tanah Laut",Tanah Laut,Kalimantan Selatan,
SP947279138697,Dibatalkan,Stok habis,Dibatalkan,,Express,Antar ke counter,2025-08-04 15:32:47,2025-08-03 13:32:47,2025-08-02 15:32:47,,Kartu Kredit,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,28000,1,0,28000,1000,0,1000,0.08,1,0.08,Gudang Medan,0,0,5000,0,0,0,0,0,0,0,0,0,22000,,,elsa_kusuma608,Budi Pratama,8855576058,"Jl. Gatot Subroto No. 142, Pasuruan",Pasuruan,Jawa Timur,
SP970389200951,Selesai,,,SHP59704639709,Standar,Pick-up,2025-08-04 18:49:05,2025-08-03 22:49:05,2025-08-02 18:49:05,2025-08-02 19:52:05,Kartu Kredit,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,22000,22000,0,74000,22000,,,rina_pratama225,Elsa Hartono,8631887187,"Jl. Diponegoro No. 136, Gresik",Gresik,Jawa Timur,2025-08-05 23:49:05
SP168315692272,Selesai,,,SHP63712873534,Standar,Pick-up,2025-08-05 00:03:50,2025-08-03 20:03:50,2025-08-03 00:03:50,2025-08-03 01:50:50,Dana,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,53000,1,0,53000,6000,0,6000,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,8000,8000,0,61000,8000,,,lina_sari630,Bagas Putri,8479122515,"Jl. Gatot Subroto No. 88, Pringsewu",Pringsewu,Lampung,2025-08-09 03:03:50
SP750805618887,Dibatalkan,Pesanan duplikat,Dibatalkan,,Standar,Antar ke counter,2025-08-05 13:08:07,2025-08-04 09:08:07,2025-08-03 13:08:07,,Dana,GDS-FOA-GRA-60,Gendes Feminine Wash Foam Grape 60ml,GDS-FOA-GRA-60,Foam 60ml - Grape,59000,54000,2,0,108000,10000,0,10000,0.15,2,0.3,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,0,0,0,0,22000,Tolong dikemas rapi,,elsa_santoso795,Mega Lestari,8979293625,"Jl. Diponegoro No. 77, Jakarta Timur",Jakarta Timur,DKI Jakarta,
SP587631850377,Selesai,,,SHP33657370040,Standar,Pick-up,2025-08-05 13:50:08,2025-08-04 09:50:08,2025-08-03 13:50:08,2025-08-03 14:15:08,OVO,GDS-FOA-HAZ-20,Gendes Feminine Wash Foam Hazelnut 20ml,GDS-FOA-HAZ-20,Foam 20ml - Hazelnut,29000,28000,2,0,56000,2000,0,2000,0.08,2,0.16,Gudang Bandung,0,0,0,0,0,0,0,0,18000,18000,0,74000,18000,,,mira_handayani498,Yuni Cahyani,8654862026,"Jl. Ahmad Yani No. 200, Serang",Serang,Banten,2025-08-08 14:50:08
SP190691671859,Selesai,,,SHP59030105181,Express,Antar ke counter,2025-08-07 00:41:02,2025-08-06 01:41:02,2025-08-05 00:41:02,2025-08-05 02:17:02,OVO,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,41000,1,0,41000,18000,7200,10800,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,15000,15000,0,56000,15000,,,nina_nugraha101,Nova Handayani,8330868939,"Jl. Gatot Subroto No. 127, Samarinda",Samarinda,Kalimantan Timur,2025-08-10 03:41:02
SP769418893496,Selesai,,,SHP65951113636,Standar,Pick-up,2025-08-07 07:29:41,2025-08-06 05:29:41,2025-08-05 07:29:41,2025-08-05 09:51:41,Kartu Kredit,GDS-BDL-FF-60,Gendes Bundle Foam+Foam 60ml,GDS-BDL-FF-60,Bundle Foam+Foam 60ml,110000,106000,1,0,106000,4000,0,4000,0.3,1,0.3,Gudang Surabaya,0,0,0,0,0,0,0,0,8000,8000,0,114000,8000,Kemas bubble wrap,,tari_kusuma358,Elsa Pratama,8414518736,"Jl. Sudirman No. 28, Pasuruan",Pasuruan,Jawa Timur,2025-08-10 09:29:41
SP713651829455,Selesai,,,SHP49709586983,Express,Pick-up,2025-08-07 21:15:11,2025-08-06 17:15:11,2025-08-05 21:15:11,2025-08-05 23:27:11,Dana,GDS-SPR-GRA-60,Gendes Feminine Wash Spray Grape 60ml,GDS-SPR-GRA-60,Spray 60ml - Grape,59000,53000,2,0,106000,12000,0,12000,0.15,2,0.3,Gudang Bandung,0,0,5000,0,0,0,0,0,15000,15000,0,116000,15000,,,rina_gunawan523,Budi Santoso,8383280287,"Jl. Ahmad Yani No. 83, Sidoarjo",Sidoarjo,Jawa Timur,2025-08-08 22:15:11
SP523270779525,Selesai,,,SHP56625484142,Instant,Pick-up,2025-08-08 23:32:09,2025-08-07 23:32:09,2025-08-06 23:32:09,2025-08-07 01:07:09,GoPay,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,48000,1,0,48000,11000,4400,6600,0.15,1,0.15,Gudang Bandung,0,0,5000,0,0,0,0,0,18000,18000,0,61000,18000,,,andi_wijaya324,Vera Santoso,8116478961,"Jl. Merdeka No. 86, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2025-08-11 03:32:09
SP153022236089,Selesai,,,SHP70152739152,Express,Antar ke counter,2025-08-09 07:11:39,2025-08-08 11:11:39,2025-08-07 07:11:39,2025-08-07 09:46:39,OVO,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,12000,12000,0,66000,12000,Kemas bubble wrap,,yuni_permata65,Eka Hartono,8998870462,"Jl. Diponegoro No. 18, Bekasi",Bekasi,Jawa Barat,2025-08-12 12:11:39
SP107482647115,Dibatalkan,Stok habis,Dibatalkan,,Hemat,Pick-up,2025-08-09 13:31:06,2025-08-08 10:31:06,2025-08-07 13:31:06,,COD,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,57000,1,0,57000,2000,0,2000,0.15,1,0.15,Gudang Medan,0,2000,0,0,0,0,2000,0,0,0,0,0,22000,,,wati_nugraha208,Ani Susanto,8135763119,"Jl. Gatot Subroto No. 151, Solo",Solo,Jawa Tengah,
SP990602361992,Dibatalkan,Pembeli meminta pembatalan,Dibatalkan,,Hemat,Pick-up,2025-08-10 00:02:08,2025-08-09 03:02:08,2025-08-08 00:02:08,,GoPay,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Bandung,0,0,0,0,0,0,0,0,0,0,0,0,18000,Kemas bubble wrap,,lia_hartono847,Hendra Anggraini,8385847726,"Jl. Gatot Subroto No. 149, Tangerang",Tangerang,Banten,
SP480085867020,Selesai,,,SHP54318833660,Instant,Pick-up,2025-08-10 18:54:06,2025-08-09 19:54:06,2025-08-08 18:54:06,2025-08-08 19:36:06,COD,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,53000,1,0,53000,6000,0,6000,0.15,1,0.15,Gudang Medan,0,2000,5000,0,0,0,2000,0,22000,22000,0,68000,22000,Tolong dikemas rapi,,elsa_sari876,Elsa Handayani,8042202445,"Jl. Diponegoro No. 157, Cimahi",Cimahi,Jawa Barat,2025-08-11 20:54:06
SP729139485351,Selesai,,,SHP82405334910,Express,Pick-up,2025-08-10 19:39:51,2025-08-09 19:39:51,2025-08-08 19:39:51,2025-08-08 19:49:51,GoPay,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,12000,12000,0,67000,12000,Kemas bubble wrap,,reni_santoso819,Hendra Anggraini,8714916968,"Jl. Merdeka No. 23, Jakarta Barat",Jakarta Barat,DKI Jakarta,2025-08-16 20:39:51
SP304565306396,Selesai,,,SHP57884650367,Hemat,Pick-up,2025-08-10 21:28:41,2025-08-10 01:28:41,2025-08-08 21:28:41,2025-08-08 23:35:41,COD,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,GDS-FOA-BUB-20,Foam 20ml - Bubblegum,29000,24000,1,0,24000,5000,2000,3000,0.08,1,0.08,Gudang Medan,0,0,5000,0,0,0,0,0,8000,8000,0,27000,8000,Kemas bubble wrap,,vera_handayani953,Nina Pratama,8958921917,"Jl. Sudirman No. 149, Semarang",Semarang,Jawa Tengah,2025-08-17 00:28:41
SP563347141352,Selesai,,,SHP78020932273,Hemat,Pick-up,2025-08-11 20:56:04,2025-08-10 17:56:04,2025-08-09 20:56:04,2025-08-09 22:37:04,Dana,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,55000,2,0,110000,8000,0,8000,0.15,2,0.3,Gudang Surabaya,0,0,0,0,0,0,0,0,8000,8000,0,118000,8000,Kemas bubble wrap,,wati_handayani979,Citra Rahayu,8322585728,"Jl. Ahmad Yani No. 132, Kutai",Kutai,Kalimantan Timur,2025-08-16 00:56:04
SP158192098679,Selesai,,,SHP63805855322,Standar,Antar ke counter,2025-08-12 20:20:53,2025-08-11 21:20:53,2025-08-10 20:20:53,2025-08-10 22:43:53,QRIS,GDS-SPR-HAZ-20,Gendes Feminine Wash Spray Hazelnut 20ml,GDS-SPR-HAZ-20,Spray 20ml - Hazelnut,29000,27000,1,0,27000,2000,0,2000,0.08,1,0.08,Gudang Surabaya,0,0,0,0,0,0,0,0,15000,15000,0,42000,15000,,,tika_nugraha282,Elsa Permata,8216921776,"Jl. Gatot Subroto No. 155, Palopo",Palopo,Sulawesi Selatan,2025-08-13 23:20:53
SP600948110822,Dibatalkan,Pembayaran gagal,Dibatalkan,,Standar,Pick-up,2025-08-13 10:43:31,2025-08-12 12:43:31,2025-08-11 10:43:31,,COD,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,28000,1,0,28000,1000,0,1000,0.08,1,0.08,Gudang Medan,0,2000,5000,0,0,0,2000,0,0,0,0,0,12000,Jangan sampai bocor,,ayu_anggraini316,Eka Kusuma,8703036873,"Jl. Ahmad Yani No. 153, Makassar",Makassar,Sulawesi Selatan,
SP398470401781,Selesai,,,SHP52432537961,Express,Pick-up,2025-08-13 13:40:31,2025-08-12 13:40:31,2025-08-11 13:40:31,2025-08-11 13:56:31,GoPay,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,21000,1,0,21000,8000,3200,4800,0.08,1,0.08,Gudang Bandung,5000,0,0,0,0,0,0,0,8000,8000,0,24000,8000,,,arif_susanto701,Reni Permata,8398401048,"Jl. Diponegoro No. 3, Serang",Serang,Banten,2025-08-19 17:40:31
SP709412757483,Selesai,,,SHP33152924734,Hemat,Pick-up,2025-08-13 20:31:08,2025-08-12 19:31:08,2025-08-11 20:31:08,2025-08-11 21:59:08,GoPay,GDS-SPR-GRA-60,Gendes Feminine Wash Spray Grape 60ml,GDS-SPR-GRA-60,Spray 60ml - Grape,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Bandung,0,0,0,0,0,0,0,0,22000,22000,0,77000,22000,Tolong dikemas rapi,,putri_gunawan601,Citra Nugraha,8145299991,"Jl. Sudirman No. 49, Serang",Serang,Banten,2025-08-16 01:31:08
SP195957903536,Selesai,,,SHP88686567046,Instant,Antar ke counter,2025-08-15 18:57:51,2025-08-14 22:57:51,2025-08-13 18:57:51,2025-08-13 20:56:51,GoPay,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Medan,0,0,5000,0,0,0,0,0,22000,22000,0,68000,22000,Kemas bubble wrap,,hendra_santoso12,Fitri Rahayu,8354406005,"Jl. Ahmad Yani No. 48, Cimahi",Cimahi,Jawa Barat,2025-08-21 22:57:51
SP104607998877,Dibatalkan,Pesanan duplikat,Dibatalkan,,Standar,Pick-up,2025-08-16 09:44:31,2025-08-15 06:44:31,2025-08-14 09:44:31,,OVO,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,GDS-SPR-VAN-20,Spray 20ml - Vanilla,29000,24000,1,0,24000,5000,2000,3000,0.08,1,0.08,Gudang Medan,0,0,5000,0,0,0,0,0,0,0,0,0,22000,,,reni_cahyani263,Reza Kurniawan,8978341270,"Jl. Diponegoro No. 162, Dumai",Dumai,Riau,
SP475338832975,Selesai,,,SHP94493853630,Instant,Antar ke counter,2025-08-17 08:07:59,2025-08-16 06:07:59,2025-08-15 08:07:59,2025-08-15 08:11:59,OVO,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,18000,18000,0,73000,18000,,,dian_gunawan378,Vera Permata,8172050465,"Jl. Gatot Subroto No. 140, Bandung",Bandung,Jawa Barat,2025-08-19 10:07:59
SP902364700144,Selesai,,,SHP40529535814,Standar,Antar ke counter,2025-08-18 08:21:35,2025-08-17 06:21:35,2025-08-16 08:21:35,2025-08-16 08:26:35,Kartu Kredit,GDS-SPR-MAN-60,Gendes Feminine Wash Spray Mango 60ml,GDS-SPR-MAN-60,Spray 60ml - Mango,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Bandung,0,0,0,0,0,0,0,0,18000,18000,0,73000,18000,,,citra_wijaya337,Reza Kurniawan,8397850375,"Jl. Ahmad Yani No. 62, Bandung",Bandung,Jawa Barat,2025-08-21 09:21:35
SP364599173415,Selesai,,,SHP23034687886,Standar,Antar ke counter,2025-08-18 20:21:43,2025-08-17 22:21:43,2025-08-16 20:21:43,2025-08-16 20:54:43,COD,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,28000,2,0,56000,2000,0,2000,0.08,2,0.16,Gudang Bandung,0,2000,5000,0,0,0,2000,0,22000,22000,0,71000,22000,,,ayu_gunawan864,Andi Purnama,8915327639,"Jl. Sudirman No. 112, Bekasi",Bekasi,Jawa Barat,2025-08-20 23:21:43
SP915314401656,Selesai,,,SHP23702836459,Express,Pick-up,2025-08-18 21:48:09,2025-08-18 01:48:09,2025-08-16 21:48:09,2025-08-16 23:36:09,COD,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Bandung,0,0,0,0,0,0,0,0,18000,18000,0,73000,18000,Kemas bubble wrap,,risa_wijaya487,Ani Kusuma,8135888457,"Jl. Gatot Subroto No. 169, Medan",Medan,Sumatera Utara,2025-08-20 22:48:09
SP133694439404,Selesai,,,SHP55404627723,Standar,Antar ke counter,2025-08-19 18:08:24,2025-08-18 15:08:24,2025-08-17 18:08:24,2025-08-17 18:13:24,Transfer Bank,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Surabaya,0,0,5000,0,0,0,0,0,22000,22000,0,69000,22000,,,ani_cahyani226,Rina Wibowo,8210791087,"Jl. Gatot Subroto No. 151, Medan",Medan,Sumatera Utara,2025-08-20 19:08:24
SP727222811402,Selesai,,,SHP15323895620,Instant,Antar ke counter,2025-08-19 21:16:06,2025-08-18 20:16:06,2025-08-17 21:16:06,2025-08-17 22:47:06,Dana,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,50000,1,0,50000,9000,3600,5400,0.15,1,0.15,Gudang Bandung,10000,0,5000,0,0,0,0,0,18000,18000,0,53000,18000,Jangan sampai bocor,,yoga_permata984,Indah Wibowo,8616022274,"Jl. Ahmad Yani No. 180, Jakarta Selatan",Jakarta Selatan,DKI Jakarta,2025-08-22 02:16:06
SP825159771581,Dibatalkan,Pembayaran gagal,Dibatalkan,,Express,Pick-up,2025-08-20 20:57:51,2025-08-19 21:57:51,2025-08-18 20:57:51,,OVO,GDS-FOA-HAZ-60,Gendes Feminine Wash Foam Hazelnut 60ml,GDS-FOA-HAZ-60,Foam 60ml - Hazelnut,59000,48000,1,0,48000,11000,4400,6600,0.15,1,0.15,Gudang Jakarta Selatan,0,1000,0,0,0,0,1000,0,0,0,0,0,18000,,,yuni_kurniawan322,Sri Kusuma,8213830833,"Jl. Diponegoro No. 50, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,
SP990256810524,Selesai,,,SHP77950055281,Hemat,Pick-up,2025-08-21 07:24:00,2025-08-20 03:24:00,2025-08-19 07:24:00,2025-08-19 08:25:00,GoPay,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,53000,1,0,53000,6000,0,6000,0.15,1,0.15,Gudang Bandung,0,1000,0,0,0,0,1000,0,15000,15000,0,67000,15000,,,yoga_cahyani962,Fitri Pratama,8383336707,"Jl. Gatot Subroto No. 42, Bekasi",Bekasi,Jawa Barat,2025-08-25 08:24:00
SP793901182888,Selesai,,,SHP11341513903,Instant,Antar ke counter,2025-08-21 08:36:13,2025-08-20 06:36:13,2025-08-19 08:36:13,2025-08-19 08:58:13,QRIS,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Surabaya,0,2000,0,0,0,0,2000,0,15000,15000,0,65000,15000,,,nina_setiawan539,Dewi Lestari,8275789868,"Jl. Gatot Subroto No. 173, Kutai",Kutai,Kalimantan Timur,2025-08-25 11:36:13
SP466701358859,Pengembalian Dana/Barang,,Pengembalian,SHP91262910633,Instant,Pick-up,2025-08-21 20:20:16,2025-08-21 00:20:16,2025-08-19 20:20:16,2025-08-19 20:40:16,Kartu Kredit,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,GDS-SPR-VAN-20,Spray 20ml - Vanilla,29000,22000,1,1,22000,7000,2800,4200,0.08,1,0.08,Gudang Bandung,0,0,5000,0,0,0,0,0,22000,22000,22000,22000,22000,,,hana_lestari669,Risa Lestari,8728727573,"Jl. Merdeka No. 143, Tangerang",Tangerang,Banten,2025-08-23 01:20:16
SP724699117976,Selesai,,,SHP17538728447,Standar,Pick-up,2025-08-21 20:45:49,2025-08-20 19:45:49,2025-08-19 20:45:49,2025-08-19 21:36:49,QRIS,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,59000,2,0,118000,0,0,0,0.15,2,0.3,Gudang Bandung,0,2000,0,0,0,0,2000,0,8000,8000,0,124000,8000,,,dewi_hartono517,Citra Wijaya,8225446396,"Jl. Ahmad Yani No. 194, Bekasi",Bekasi,Jawa Barat,2025-08-23 00:45:49
SP318904673321,Selesai,,,SHP37458270217,Standar,Antar ke counter,2025-08-22 08:18:24,2025-08-21 11:18:24,2025-08-20 08:18:24,2025-08-20 08:57:24,Transfer Bank,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,29000,1,0,29000,0,0,0,0.08,1,0.08,Gudang Jakarta Selatan,0,1000,0,0,0,0,1000,0,18000,18000,0,46000,18000,Jangan sampai bocor,,putri_rahayu14,Sri Gunawan,8844967948,"Jl. Sudirman No. 116, Salatiga",Salatiga,Jawa Tengah,2025-08-24 13:18:24
SP657450560602,Selesai,,,SHP91687868006,Standar,Pick-up,2025-08-22 08:35:45,2025-08-21 10:35:45,2025-08-20 08:35:45,2025-08-20 10:59:45,ShopeePay,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,56000,1,0,56000,3000,0,3000,0.15,1,0.15,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,18000,18000,0,74000,18000,Kemas bubble wrap,,arif_permata382,Ayu Cahyani,8403356264,"Jl. Merdeka No. 137, Cilegon",Cilegon,Banten,2025-08-24 13:35:45
